name,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIelecIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp10-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp20-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIheatIp40-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIinduIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmItranIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIshipIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp10_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp30-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIaviaIp40_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp05_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp10-lowtol_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp20_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp30_2050.nc,main_runs/postnetworks/elec_s370_37m_lv1.2__Co2L0-2H-T-H-B-I-A-solar+p2-dmIagriIp40_2050.nc
urban central gas CHP CC,0.03618026438058512,0.05921712045365086,0.01040226431830747,0.004819918138932347,0.06890083343973918,1.4701865693207243,0.012320822571848286,0.0004824454547574013,0.0005385728960244673,0.0007045980329948552,0.0005699443941168077,0.07699165640291901,0.04678904276855567,0.004402757843085974,0.018556740434861198,0.06207089421992303,0.0668809824924015,0.022963250262148745,0.031704169461490024,0.000324622653989768,0.00831411371291087,0.09668662911999445,0.012721776167205446,0.012467405420145586,0.04738529657000541,0.0069277532944779065,0.01345363687550158,0.007506928786577007,0.05093846014904791,0.0002754757766749072,0.037964341389421175,0.08054761319264102,0.00011539163689796128,0.03019780829372058,0.008564700153059674,0.018866582209347334
urban central gas boiler,90078.09136689406,90749.79440027892,91006.01724674203,92472.19395482157,93303.78828325623,93461.62209379963,79073.12803970979,70325.16083873801,49682.964684866754,32319.64601973481,21050.978977980387,91297.49640645666,98261.37115924794,101149.96440148987,101464.6180817849,98668.98823556403,90294.9837761575,90538.25505172827,91333.83826211804,92100.05261178507,91993.10492823864,92812.69693687315,97143.09637625489,109759.20788895653,120451.46997648633,127136.61805784747,94786.92248429554,102108.94349057916,120230.0183135698,134894.33524362984,136493.21588087743,90688.0148208621,91143.42051091585,92255.59494300642,93810.22313159036,95465.31687959601
urban central resistive heater,315929.9144432417,311509.72553218866,307889.9004441068,302314.399025131,295142.66366826254,286803.6017382448,303767.3667885142,291973.10071945377,259836.99043690477,227468.56007252607,193708.03778424076,308913.61928729294,302112.8835413248,289940.46926610376,277067.08697792987,262258.05523707374,312803.5195497919,309031.1967310894,302744.1303786361,299119.11301856843,294983.33120758797,315571.1880642745,314032.98992417555,309919.8679440047,306392.77285263204,303069.7720892805,315056.48085283063,312800.7979028903,305948.2442613258,300380.7237493958,301027.10702063877,315690.0806405154,315477.5757196147,315063.62128019636,314147.03101711057,312993.90689635085
urban central solar thermal,0.12130696561108167,0.18023907663930933,0.033241634991301984,0.01550054722895486,0.2027874058493471,4.3185742050426175,0.03908908721575406,0.001579506850761331,0.0014205323435758834,0.0023927484223694446,0.002055791911688421,0.24230228801939305,0.1526793389076877,0.01515667939962392,0.0581978574433513,0.24735870799038656,0.23973473721659538,0.07379896077919046,0.11174185822384837,0.0009984792262831487,0.027120404611155387,0.275172260762724,0.03946837815093873,0.03860630783765101,0.15954057336056018,0.022365477395670134,0.04289432626560505,0.02358637474078619,0.1679332471392014,0.0008701139677478306,0.12213830000983855,0.2512292645113284,0.00036573252015729437,0.10226601859898857,0.027543870061350208,0.059588082659111564
urban central solid biomass CHP,0.053984116104481235,0.08566838764418389,0.014703611274608508,0.006411557347508795,0.09163021973827717,2.3537849216210653,0.018672481161258473,0.0006960690271474931,0.0010103432286473425,0.0012311670103386674,0.0013418262186083475,0.15644669888628798,0.2219159773192458,10529.0684867343,17294.412042088818,27407.194611889507,0.09808645462013621,0.03771772876155478,0.04795385758222147,0.00047147338601163046,0.011326252316651927,0.13650904041422737,0.0196249350667149,0.02258796684914036,0.10212435572550638,0.015867432818443238,0.02103366389383788,0.013251124694721794,0.11803799370689377,5261.177025321913,25324.37641825434,0.1178879825702773,0.00016963744874838734,0.0450421293712794,0.012923637296968004,0.03027659502108404
urban central solid biomass CHP CC,105217.28771630235,105388.94827781351,105597.88137693734,105964.1292463651,106132.4854914374,106347.54613535904,105134.91071089359,104774.49802373361,103046.11922453449,103003.11885852605,98763.17913656698,113648.01547607608,120950.51617780744,127554.02686674576,134657.40849612653,139683.06116993033,105300.0489769356,105416.44852767364,105605.46068294841,105847.08442931072,105946.77370122903,105154.71356634628,105064.18931595025,104840.74610855662,104617.1739262819,104290.03705109953,105030.98442495853,104794.70241271523,104206.2694291095,100484.65410360508,85907.13982945369,105202.28213145275,105187.79903330727,105169.18880630554,105103.19096514829,105059.04790069653
urban central water tanks,373466960.69097096,371846251.5811814,369576334.18213004,366323535.2514565,363470736.2169557,360312932.7685241,352170247.4875204,329345398.4398957,292543462.5731064,242246924.22346598,195004945.67036617,359518350.0599879,346269434.52698445,325129628.5497446,303769643.5340559,284461856.0603827,372486969.1967668,370923672.1951967,368027923.0083818,365680584.5710095,363847364.88678735,372801088.3616136,370291830.33474493,362051497.2110062,355110451.0703778,352033006.50369096,371007013.08939797,365530144.962844,353235314.69900924,338988606.5889959,332979271.4343431,373224231.0281716,373004742.0117191,372518071.5273729,371630147.2548208,370234257.58944905
urban central water tanks charger,739659.184100186,736514.1463478059,733732.5833505563,726471.3358482271,720466.7593073224,710707.9676610465,711545.3276295003,684286.0503562653,622684.6803390497,552877.8197204166,483643.3772676973,725439.4495333912,709696.9485953888,677074.3846482607,636067.7024214724,597952.0856702403,737658.7194294886,735680.6290322953,730577.001413217,727021.8164738002,723089.0391037822,737073.993471526,733772.5166583713,726676.5336129168,717490.8689406291,708645.3170514135,734837.7422895413,729673.3959321043,715758.6475719347,697377.59179088,665645.0407099529,739060.4423290857,738538.6639796888,737066.342834336,735150.5724296996,733092.8557562211
urban central water tanks discharger,854980.2945394028,853619.0143164387,852536.038674129,852097.0506331625,850793.5854336948,852966.0499548035,805703.5572524979,761380.144222464,684793.5467735738,605116.017215389,519007.67999342125,846974.8436536216,840546.8447399304,824995.9366931261,796921.3166595023,779510.5042796244,854893.2352410452,855775.8552521245,854839.4747164912,854346.9374330123,857291.0338214684,854795.6593056051,855044.6843612618,835624.304412918,827339.9101042951,825029.4950439744,854535.2656627741,855100.1351950099,828048.2666441324,813639.2066485849,807695.4626700527,855124.9656677515,855306.9552553347,855238.1972868507,856253.3776137929,855786.9421505376
urban decentral air heat pump,95306.07499888055,95359.11564579218,95523.55141903028,95658.47313244062,95564.05512961259,95690.00333609956,90482.76134085389,85506.22327489004,75839.71166780684,66187.8357468914,56037.60587702254,95151.11280788104,94901.7650210678,94469.65274574116,93853.1176116689,93086.59799009464,95356.12369836074,95452.71434207368,95605.06343684354,95638.80125788494,95712.60179410697,95135.93668599582,94796.47006723659,94232.43057249115,93712.62005989332,93296.715537493,94934.40470263663,94532.27950177557,93663.3024500196,92745.35530491304,92527.27947232875,95288.95242255501,95263.09196289114,95208.8570791751,95128.83435589436,94985.12145919728
urban decentral biomass boiler,0.069208461474169,0.10765045926358768,0.020185250593780985,0.009036825494490005,0.1257052683227368,3.133999813537463,0.02547994946145888,0.0009716782760261195,0.0017591842945382796,0.003421340402690294,5468.527303422364,0.18895322316342802,0.2439764868076617,5472.338703250249,15491.636504223836,27303.393000400676,0.12434697255857563,0.04816304406143877,0.06265879476428608,0.00063899810198211,0.01624545184686855,0.17479792752181553,0.025215361024438845,0.02637253464785604,0.10811239717318495,0.016340503518436685,0.0266387827991857,0.016191786606929024,0.12294050426518807,0.0012807838337569166,0.17559794723667124,0.1480162455887752,0.00022387404658462078,0.0570081579769658,0.017084965891307285,0.03818405846294597
urban decentral gas boiler,99538.70636895737,98809.86642115391,98025.01083541519,96490.14304326214,95355.83712562142,93703.90970288958,92593.59533333589,86194.53312952003,73120.73592437702,61417.4566748833,47057.33624644555,100080.4466705232,100948.50292152695,97373.64849161802,90072.45516347866,81630.6258739281,99160.59260066538,98793.7231757001,97989.09230271207,97094.11795987887,96378.2176930045,100317.8570383236,101779.32937364635,103924.38466716741,105809.47350721384,107393.50387117291,100782.77113621152,102432.98902428131,105414.37347188743,108293.75919529115,109302.71494922448,99635.53801625711,99719.70159216756,99956.10012759408,100179.78244750902,100650.69254143396
urban decentral resistive heater,165162.66152200097,165605.44009529412,165898.8069454653,166921.59157777214,167815.34382575157,169229.18633509832,159626.65621896056,153646.27963795728,141844.4262672454,127865.72221794812,112168.38891181203,164858.0856900441,164172.51873972995,163650.88211669252,162976.59349902553,162154.29973149666,165371.34335532438,165523.3763513116,165981.1585416532,166598.07870867502,167023.37621237405,164686.5989160906,163874.43156167126,162779.07182040572,161521.12978368896,160362.92097838424,164712.981822522,163725.35606858763,162174.83672136412,160362.39719099653,159857.1671369437,165116.96080743766,165076.90723422292,164940.93782781236,164899.4354008184,164661.0149533991
urban decentral solar thermal,0.05990203884664995,0.08977849829671947,0.01555794725524874,0.007297567819657522,0.1067368543338733,2.0741435566937536,0.018357214921922167,0.000811459335872826,0.0007221220082660024,0.0013093644050297265,0.0011412992614913975,0.1246425839911249,0.07725118866453284,0.0072301723226529885,0.02795503387068658,0.12071643876916831,0.11915603640304734,0.03668053446011916,0.057258708949216246,0.0004891552988606935,0.012463637200812708,0.1397034606053536,0.018173421000130464,0.01872896606658189,0.08180811841032967,0.010744312572909786,0.020460992385090283,0.011030516162027248,0.08698304307309926,0.0004208108485431659,0.06138386813079449,0.13273583156934685,0.00017351915649640572,0.0523712088650368,0.012589909291913875,0.029714252138765055
urban decentral water tanks,744611.1348890767,732754.1743498662,721176.4699101637,699751.69635136,669967.2759995777,659943.0695070995,701849.5047221283,648244.5283095599,572448.8836437811,499455.44616851007,442442.50394932023,732272.4972120665,718877.5987071607,699962.2154384747,669058.3049256884,639992.2270838113,740170.7878663776,737940.31645261,729289.015427987,720005.2155967322,710952.9709659411,743491.7170625192,739521.0175540816,733051.9155784973,730047.902693953,727018.6198292468,744929.5866580099,737971.3728449731,734822.1349020506,731348.0845592433,729761.7044737505,744250.3698948318,744090.3616702313,745022.3349438428,745763.8977314639,746238.4654464631
urban decentral water tanks charger,330070.0225694796,327965.75406927534,325738.6740145147,325299.9615782797,324275.26416401553,320694.22660807904,312789.13048446627,292595.0046780977,259644.05927268852,226089.75820287893,195896.19196934786,326718.3848077396,325592.7221999768,320324.0925680589,317156.9402927566,315644.9954919914,328608.90805128677,328530.3169394091,329114.1646939823,325944.6743044024,325800.1408761503,329566.9964464318,329074.5685059317,326747.24248703074,326181.37569384533,325077.4988578918,330174.51894215186,327451.4971862606,326094.4526695691,325050.30191225576,324087.727419487,329701.56696896476,329911.79280373914,330381.8294659296,329979.1990147624,330220.6654884691
urban decentral water tanks discharger,235330.12516540673,233994.2267047936,234137.09365491432,235164.46964332313,230643.72072708045,229438.4890893761,223184.26646904097,210045.9412995825,184168.28520819353,165196.58903927795,140608.74244271862,232496.26110712555,235616.16945025788,229534.4695349878,221476.4188435834,222244.98855089463,234825.99112650228,235493.06415797534,234999.47650278523,233191.9975763042,233063.39647485205,234799.0604800378,233283.38266406755,229101.67900518162,228863.6411648899,228746.93301557307,232958.85923147333,229950.2993410283,229230.04134720023,227889.73181685442,227428.7576740746,234930.82936761246,235173.63535755553,234798.05612112113,234216.98075627204,231922.70001116616
